SID,NAME,ISO_TIME,YEAR,MONTH,LAT,LON,WMO_WIND,WIND_KMH,WMO_PRES,TYPHOON_GRADE
20219N02W,MOLAVE,2019-07-20 09:00:00,2019,7,12.57,113.97,90,166.7,943,Bão rất mạnh
20223N03W,MOLAVE,2023-09-19 15:00:00,2023,9,15.93,107.0,77,142.6,955,Bão mạnh
20218N08W,YAGI,2018-06-14 21:00:00,2018,6,16.73,114.2,61,113.0,967,Bão mạnh
20221N04W,NORU,2021-09-16 12:00:00,2021,9,20.1,111.39,54,100.0,968,Bão nhiệt đới
20222N05W,NORU,2022-12-19 06:00:00,2022,12,17.47,104.21,54,100.0,973,Bão nhiệt đới
20217N06W,DOKSURI,2017-09-02 18:00:00,2017,9,16.66,112.13,34,63.0,982,Bão nhiệt đới
20220N06W,TALIM,2020-09-18 09:00:00,2020,9,20.05,109.38,67,124.1,961,Bão mạnh
20216N02W,XANGSANE,2016-10-27 18:00:00,2016,10,20.09,103.76,104,192.6,937,Siêu bão
20217N03W,GONONI,2017-10-23 00:00:00,2017,10,17.02,117.59,83,153.7,949,Bão rất mạnh
20222N01W,MOLAVE,2022-10-01 18:00:00,2022,10,10.86,102.68,76,140.8,955,Bão mạnh
20223N09W,RAI,2023-10-14 03:00:00,2023,10,8.27,114.47,88,163.0,950,Bão rất mạnh
20217N02W,RAI,2017-12-03 09:00:00,2017,12,14.84,108.43,106,196.3,937,Siêu bão
20222N03W,NORU,2022-09-06 03:00:00,2022,9,20.9,111.33,101,187.1,939,Siêu bão
20217N02W,RAI,2017-06-08 03:00:00,2017,6,9.18,111.71,84,155.6,948,Bão rất mạnh
20216N07W,TALIM,2016-10-11 18:00:00,2016,10,15.02,117.62,85,157.4,952,Bão rất mạnh
20224N07W,MOLAVE,2024-11-09 06:00:00,2024,11,10.81,105.46,110,203.7,930,Siêu bão
20221N03W,XANGSANE,2021-09-21 15:00:00,2021,9,9.79,107.56,82,151.9,951,Bão rất mạnh
20220N05W,XANGSANE,2020-09-26 03:00:00,2020,9,14.65,102.88,117,216.7,925,Siêu bão
20216N01W,KETSANA,2016-07-15 12:00:00,2016,7,15.42,117.76,69,127.8,960,Bão mạnh
20222N01W,MOLAVE,2022-08-24 09:00:00,2022,8,19.57,107.85,65,120.4,963,Bão mạnh
20216N04W,XANGSANE,2016-07-05 03:00:00,2016,7,19.33,104.35,93,172.2,943,Bão rất mạnh
20218N04W,RAI,2018-09-14 21:00:00,2018,9,10.18,109.66,39,72.2,981,Bão nhiệt đới
20219N04W,VAMCO,2019-09-24 06:00:00,2019,9,8.04,104.79,116,214.8,928,Siêu bão
20221N03W,XANGSANE,2021-10-21 21:00:00,2021,10,13.09,105.05,118,218.5,924,Siêu bão
20220N03W,TALIM,2020-09-12 21:00:00,2020,9,17.3,105.19,108,200.0,938,Siêu bão
20223N09W,RAI,2023-10-08 09:00:00,2023,10,8.22,110.36,106,196.3,936,Siêu bão
20223N08W,KETSANA,2023-10-12 09:00:00,2023,10,17.62,112.53,77,142.6,950,Bão mạnh
20222N05W,NORU,2022-09-08 12:00:00,2022,9,20.46,115.09,35,64.8,982,Bão nhiệt đới
20224N02W,NORU,2024-10-26 15:00:00,2024,10,17.03,105.68,68,125.9,962,Bão mạnh
20221N05W,MOLAVE,2021-07-06 21:00:00,2021,7,10.59,106.46,57,105.6,970,Bão mạnh
20215N03W,DOKSURI,2015-08-02 21:00:00,2015,8,12.0,116.83,101,187.1,933,Siêu bão
20215N06W,XANGSANE,2015-09-03 03:00:00,2015,9,13.14,103.39,78,144.5,958,Bão mạnh
20221N05W,MOLAVE,2021-10-05 15:00:00,2021,10,21.84,102.4,60,111.1,969,Bão mạnh
20217N04W,VAMCO,2017-10-13 18:00:00,2017,10,16.4,102.86,106,196.3,934,Siêu bão
20223N09W,RAI,2023-08-01 00:00:00,2023,8,12.92,103.5,87,161.1,949,Bão rất mạnh
20221N05W,MOLAVE,2021-08-27 12:00:00,2021,8,14.55,109.46,118,218.5,929,Siêu bão
20221N07W,NORU,2021-08-02 15:00:00,2021,8,14.02,111.55,42,77.8,979,Bão nhiệt đới
20224N01W,DOKSURI,2024-08-21 15:00:00,2024,8,10.86,107.45,69,127.8,965,Bão mạnh
20224N02W,NORU,2024-10-09 09:00:00,2024,10,15.14,110.02,116,214.8,924,Siêu bão
20221N03W,XANGSANE,2021-09-22 18:00:00,2021,9,10.25,102.4,109,201.9,936,Siêu bão
20215N09W,MOLAVE,2015-09-12 00:00:00,2015,9,18.83,116.64,37,68.5,981,Bão nhiệt đới
20222N02W,VAMCO,2022-10-10 15:00:00,2022,10,8.78,111.1,46,85.2,976,Bão nhiệt đới
20218N05W,VAMCO,2018-09-21 12:00:00,2018,9,19.69,116.84,115,213.0,929,Siêu bão
20220N04W,DOKSURI,2020-08-11 21:00:00,2020,8,8.42,117.38,92,170.4,949,Bão rất mạnh
20224N02W,NORU,2024-10-27 00:00:00,2024,10,17.15,105.08,57,105.6,971,Bão mạnh
20224N09W,VAMCO,2024-11-04 03:00:00,2024,11,14.38,112.85,110,203.7,934,Siêu bão
20221N06W,KETSANA,2021-12-26 09:00:00,2021,12,12.76,103.26,57,105.6,967,Bão mạnh
20219N04W,VAMCO,2019-09-12 21:00:00,2019,9,21.15,109.25,67,124.1,959,Bão mạnh
20217N09W,NORU,2017-07-16 21:00:00,2017,7,16.33,104.41,43,79.6,982,Bão nhiệt đới
20222N04W,GONONI,2022-08-22 03:00:00,2022,8,20.67,112.36,39,72.2,982,Bão nhiệt đới
20224N02W,NORU,2024-11-05 06:00:00,2024,11,18.6,102.89,44,81.5,982,Bão nhiệt đới
20219N08W,RAI,2019-09-02 18:00:00,2019,9,20.38,116.33,116,214.8,928,Siêu bão
20215N04W,MOLAVE,2015-09-23 21:00:00,2015,9,11.8,105.05,59,109.3,969,Bão mạnh
20224N03W,GONONI,2024-10-22 12:00:00,2024,10,18.29,110.5,67,124.1,964,Bão mạnh
20216N06W,VAMCO,2016-11-14 09:00:00,2016,11,18.27,112.12,117,216.7,928,Siêu bão
20220N02W,YAGI,2020-06-27 03:00:00,2020,6,9.48,115.97,52,96.3,970,Bão nhiệt đới
20222N01W,MOLAVE,2022-11-18 03:00:00,2022,11,12.58,102.17,104,192.6,936,Siêu bão
20220N08W,TALIM,2020-09-24 06:00:00,2020,9,21.73,105.44,102,188.9,938,Siêu bão
20221N05W,MOLAVE,2021-09-01 21:00:00,2021,9,8.45,112.54,105,194.5,937,Siêu bão
20222N09W,VAMCO,2022-08-22 09:00:00,2022,8,21.77,106.15,87,161.1,950,Bão rất mạnh
20224N04W,XANGSANE,2024-08-02 18:00:00,2024,8,9.62,102.44,30,55.6,984,Bão nhiệt đới
20215N01W,VAMCO,2015-08-10 15:00:00,2015,8,20.57,113.92,51,94.5,973,Bão nhiệt đới
20219N02W,MOLAVE,2019-11-16 21:00:00,2019,11,10.22,102.83,119,220.4,927,Siêu bão
20223N06W,VAMCO,2023-11-03 15:00:00,2023,11,10.56,104.23,44,81.5,978,Bão nhiệt đới
20220N09W,VAMCO,2020-10-13 00:00:00,2020,10,11.86,105.27,89,164.8,948,Bão rất mạnh
20217N08W,DOKSURI,2017-11-26 09:00:00,2017,11,11.5,112.47,47,87.0,982,Bão nhiệt đới
20215N04W,MOLAVE,2015-09-14 15:00:00,2015,9,8.96,108.68,44,81.5,981,Bão nhiệt đới
20218N08W,YAGI,2018-07-19 09:00:00,2018,7,15.71,108.45,77,142.6,956,Bão mạnh
20219N08W,RAI,2019-10-17 18:00:00,2019,10,11.57,103.69,61,113.0,967,Bão mạnh
20216N05W,RAI,2016-08-15 18:00:00,2016,8,12.03,110.9,109,201.9,938,Siêu bão
20216N07W,TALIM,2016-06-13 03:00:00,2016,6,10.35,116.07,60,111.1,967,Bão mạnh
20216N06W,VAMCO,2016-10-09 18:00:00,2016,10,11.09,116.18,86,159.3,947,Bão rất mạnh
20223N08W,KETSANA,2023-09-10 15:00:00,2023,9,15.44,112.84,68,125.9,964,Bão mạnh
20219N09W,GONONI,2019-10-06 21:00:00,2019,10,19.83,108.9,33,61.1,988,Bão nhiệt đới
20217N05W,YAGI,2017-09-10 03:00:00,2017,9,11.49,110.76,102,188.9,940,Siêu bão
20221N09W,RAI,2021-08-11 06:00:00,2021,8,21.7,117.45,97,179.6,936,Bão rất mạnh
20223N09W,RAI,2023-10-05 21:00:00,2023,10,17.4,114.89,51,94.5,973,Bão nhiệt đới
20216N02W,XANGSANE,2016-09-10 06:00:00,2016,9,21.97,105.06,43,79.6,976,Bão nhiệt đới
20216N09W,XANGSANE,2016-07-09 00:00:00,2016,7,10.54,111.96,76,140.8,956,Bão mạnh
20224N06W,NORU,2024-09-02 12:00:00,2024,9,15.92,109.08,103,190.8,929,Siêu bão
20223N06W,VAMCO,2023-10-14 03:00:00,2023,10,12.77,114.88,54,100.0,975,Bão nhiệt đới
20216N01W,KETSANA,2016-08-11 12:00:00,2016,8,19.69,117.6,110,203.7,937,Siêu bão
20222N01W,MOLAVE,2022-08-02 09:00:00,2022,8,8.5,116.83,104,192.6,936,Siêu bão
20221N05W,MOLAVE,2021-09-06 00:00:00,2021,9,19.02,106.9,77,142.6,956,Bão mạnh
20219N06W,YAGI,2019-09-13 09:00:00,2019,9,21.63,110.71,88,163.0,955,Bão rất mạnh
20222N09W,VAMCO,2022-11-15 18:00:00,2022,11,15.7,102.81,41,75.9,985,Bão nhiệt đới
20216N04W,XANGSANE,2016-10-17 18:00:00,2016,10,11.14,105.62,114,211.1,925,Siêu bão
20217N05W,YAGI,2017-08-10 18:00:00,2017,8,8.72,109.88,66,122.2,966,Bão mạnh
20218N02W,DOKSURI,2018-09-04 18:00:00,2018,9,15.42,104.58,50,92.6,976,Bão nhiệt đới
20218N02W,DOKSURI,2018-07-06 18:00:00,2018,7,13.06,108.54,45,83.3,980,Bão nhiệt đới
20216N09W,XANGSANE,2016-07-04 15:00:00,2016,7,13.49,113.15,42,77.8,976,Bão nhiệt đới
20218N09W,XANGSANE,2018-07-19 06:00:00,2018,7,17.07,116.0,108,200.0,930,Siêu bão
20221N03W,XANGSANE,2021-07-04 03:00:00,2021,7,13.56,104.5,104,192.6,941,Siêu bão
20219N08W,RAI,2019-07-10 00:00:00,2019,7,10.19,117.81,48,88.9,972,Bão nhiệt đới
20218N04W,RAI,2018-10-25 12:00:00,2018,10,20.13,106.63,82,151.9,951,Bão rất mạnh
20216N01W,KETSANA,2016-09-24 00:00:00,2016,9,15.01,112.32,68,125.9,966,Bão mạnh
20218N04W,RAI,2018-10-01 06:00:00,2018,10,15.79,114.47,55,101.9,966,Bão nhiệt đới
20223N09W,RAI,2023-11-01 18:00:00,2023,11,10.94,114.25,31,57.4,988,Bão nhiệt đới
20217N06W,DOKSURI,2017-09-19 03:00:00,2017,9,12.03,103.49,104,192.6,935,Siêu bão
20217N09W,NORU,2017-09-02 00:00:00,2017,9,17.56,111.21,59,109.3,971,Bão mạnh
20224N03W,GONONI,2024-08-25 21:00:00,2024,8,11.17,113.08,69,127.8,965,Bão mạnh
20219N06W,YAGI,2019-08-22 21:00:00,2019,8,10.97,103.95,56,103.7,966,Bão mạnh
20219N05W,DOKSURI,2019-12-26 00:00:00,2019,12,21.0,107.31,105,194.5,936,Siêu bão
20220N03W,TALIM,2020-06-02 00:00:00,2020,6,17.42,113.59,56,103.7,969,Bão mạnh
20215N02W,NORU,2015-10-14 03:00:00,2015,10,8.71,116.25,57,105.6,972,Bão mạnh
20216N09W,XANGSANE,2016-07-02 21:00:00,2016,7,20.08,104.41,99,183.3,934,Bão rất mạnh
20218N09W,XANGSANE,2018-12-22 15:00:00,2018,12,18.99,117.91,85,157.4,952,Bão rất mạnh
20218N09W,XANGSANE,2018-10-06 06:00:00,2018,10,11.55,114.1,45,83.3,981,Bão nhiệt đới
20221N05W,MOLAVE,2021-11-21 21:00:00,2021,11,9.79,109.08,107,198.2,932,Siêu bão
20224N06W,NORU,2024-09-07 15:00:00,2024,9,9.88,103.51,70,129.6,964,Bão mạnh
20220N09W,VAMCO,2020-11-02 12:00:00,2020,11,9.45,108.43,107,198.2,932,Siêu bão
20224N02W,NORU,2024-07-23 21:00:00,2024,7,19.92,117.32,64,118.5,969,Bão mạnh
20215N05W,NORU,2015-09-06 18:00:00,2015,9,15.68,108.08,74,137.0,956,Bão mạnh
20219N08W,RAI,2019-07-11 18:00:00,2019,7,21.82,109.11,58,107.4,962,Bão mạnh
20220N09W,VAMCO,2020-11-03 09:00:00,2020,11,16.16,115.0,87,161.1,943,Bão rất mạnh
20222N03W,NORU,2022-10-06 21:00:00,2022,10,12.41,104.13,32,59.3,986,Bão nhiệt đới
20221N06W,KETSANA,2021-07-27 09:00:00,2021,7,17.71,113.21,102,188.9,937,Siêu bão
20217N01W,KETSANA,2017-10-13 06:00:00,2017,10,10.61,102.41,115,213.0,933,Siêu bão
20220N07W,RAI,2020-09-13 15:00:00,2020,9,11.26,105.62,101,187.1,946,Siêu bão
20218N01W,GONONI,2018-10-24 06:00:00,2018,10,19.65,117.61,108,200.0,932,Siêu bão
20221N01W,VAMCO,2021-08-26 03:00:00,2021,8,19.48,102.67,72,133.3,957,Bão mạnh
20219N06W,YAGI,2019-08-03 21:00:00,2019,8,15.63,104.17,76,140.8,952,Bão mạnh
20215N07W,GONONI,2015-10-04 00:00:00,2015,10,17.81,114.33,41,75.9,983,Bão nhiệt đới
20220N01W,RAI,2020-10-16 00:00:00,2020,10,21.65,115.33,83,153.7,951,Bão rất mạnh
20221N03W,XANGSANE,2021-12-04 06:00:00,2021,12,21.03,112.82,40,74.1,984,Bão nhiệt đới
20219N09W,GONONI,2019-07-11 18:00:00,2019,7,12.84,115.05,58,107.4,963,Bão mạnh
20224N02W,NORU,2024-07-14 15:00:00,2024,7,8.86,109.99,96,177.8,936,Bão rất mạnh
20219N09W,GONONI,2019-07-24 00:00:00,2019,7,13.81,108.2,76,140.8,954,Bão mạnh
20220N08W,TALIM,2020-09-20 03:00:00,2020,9,8.86,115.02,36,66.7,986,Bão nhiệt đới
20219N05W,DOKSURI,2019-08-25 18:00:00,2019,8,15.35,103.78,81,150.0,953,Bão rất mạnh
20218N06W,NORU,2018-07-21 09:00:00,2018,7,10.28,113.75,72,133.3,956,Bão mạnh
20222N08W,MOLAVE,2022-09-09 12:00:00,2022,9,16.08,107.53,112,207.4,933,Siêu bão
20218N09W,XANGSANE,2018-09-27 06:00:00,2018,9,15.92,116.53,47,87.0,980,Bão nhiệt đới
20218N04W,RAI,2018-09-17 18:00:00,2018,9,21.15,114.08,68,125.9,962,Bão mạnh
20215N04W,MOLAVE,2015-08-22 06:00:00,2015,8,19.08,116.65,65,120.4,962,Bão mạnh
20222N08W,MOLAVE,2022-10-26 03:00:00,2022,10,21.59,104.83,99,183.3,943,Bão rất mạnh
20219N08W,RAI,2019-06-22 06:00:00,2019,6,15.23,111.29,59,109.3,968,Bão mạnh
20216N03W,KETSANA,2016-12-27 18:00:00,2016,12,21.76,103.38,58,107.4,975,Bão mạnh
20218N06W,NORU,2018-09-21 18:00:00,2018,9,16.55,102.39,73,135.2,959,Bão mạnh
20219N07W,NORU,2019-09-06 12:00:00,2019,9,20.68,115.37,40,74.1,980,Bão nhiệt đới
20222N05W,NORU,2022-08-04 00:00:00,2022,8,15.05,103.09,95,175.9,944,Bão rất mạnh
20217N07W,DOKSURI,2017-09-21 18:00:00,2017,9,11.46,115.86,68,125.9,965,Bão mạnh
20218N01W,GONONI,2018-09-19 18:00:00,2018,9,14.7,102.34,51,94.5,974,Bão nhiệt đới
20219N06W,YAGI,2019-08-27 03:00:00,2019,8,15.6,107.98,100,185.2,938,Siêu bão
